dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.189041,10,6,724,268,79.347865,254,252,27591.89844,9479.424805,2,1,19.367,36.397,1018.41647,60.206754,255,2747569307,3671777847,255,0.051682,0.007052,0.04463,72,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.832118,10,8,564,354,20.429795,254,252,4883.922852,2980.34668,2,1,89.396889,110.9,5858.849705,150.631328,255,4044649734,1443294014,255,0.084751,0.055807,0.028944,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.532256,10,6,610,268,28.181927,254,252,8251.667969,3366.800781,2,1,55.043889,90.571602,3015.428754,122.100727,255,4280994070,2643936677,255,0.201285,0.079392,0.121893,61,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.626992,10,8,564,354,27.113584,254,252,6481.741699,3955.393555,2,1,69.209667,88.558289,5423.718292,138.465109,255,3414330802,1207037691,255,0.053095,0.007063,0.046032,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.186056,10,6,634,268,80.620887,254,252,24551.74805,9631.508789,2,1,18.845111,35.353,995.709839,58.426707,255,3718987471,2805337410,255,0.056565,0.009288,0.047277,63,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
1.1e-05,2,0,132,0,90909.0902,254,0,48000000.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.62375,10,8,564,354,27.25451,254,252,6515.431152,3975.952148,2,1,69.305556,87.61257,5409.046922,138.907203,255,1720597327,2305292897,255,0.050136,0.00605,0.044086,56,44,0,0,11,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.878827,10,8,858,354,9.048199,254,252,3291.415283,1319.972534,2,1,203.122667,256.158422,14426.09091,358.128031,255,2075801274,1130826141,255,0.177033,0.08571,0.091323,86,44,1,0,2,1,2,2,1,1,0,0,1,2,1,0,Reconnaissance,1
3.711353,10,8,564,354,4.58054,254,252,1095.018433,668.21991,2,1,409.481222,511.871,28078.5826,807.534937,255,5067399,2090996575,255,0.193062,0.128246,0.064816,56,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.626161,10,8,564,354,27.149568,254,252,6490.34375,3960.642822,2,1,69.016889,88.591289,5429.095591,138.693875,255,1793132359,3920545789,255,0.050902,0.006012,0.04489,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.713725,10,8,564,354,23.818699,254,252,5694.070312,3474.727783,2,1,77.186333,99.66557,6121.529805,145.809031,255,1705620849,2874245941,255,0.029756,0.016063,0.013693,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.632062,10,8,564,354,26.896095,254,252,6429.749023,3923.665527,2,1,69.569222,89.26557,5365.610193,139.389469,255,2088500579,60006933,255,0.051451,0.007192,0.044259,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
8e-06,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,3,5,0,Reconnaissance,1
1.565766,10,8,564,354,10.857306,254,252,2595.534668,1583.889282,2,1,168.188778,208.237719,11596.97747,276.354594,255,1669824183,2837633867,255,0.224998,0.108101,0.116897,56,44,0,0,5,1,1,2,1,1,0,0,0,3,1,0,Reconnaissance,1
4e-06,2,0,136,0,250000.0006,254,0,136000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,2,4,0,Reconnaissance,1
1.787302,10,8,838,354,9.511543,254,252,3379.395264,1387.566284,2,1,192.702444,244.183281,11682.82367,389.212031,255,1408676653,4034315322,255,0.16647,0.078009,0.088461,84,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
8e-06,2,0,138,0,125000.0003,254,0,69000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,69,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.715692,10,8,564,354,9.908538,254,252,2368.723389,1445.480835,2,1,190.602333,223.934,10714.7933,390.441156,255,4141319672,2198090255,255,0.226389,0.148144,0.078245,56,44,0,0,1,1,2,1,1,1,0,0,0,2,4,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
2e-05,2,0,168,0,50000.00126,254,0,33600000.0,0.0,0,0,0.02,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,2,0,Reconnaissance,1
1.5e-05,2,0,168,0,66666.66835,254,0,44800000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
1e-06,2,0,224,0,1000000.003,254,0,896000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,112,0,0,0,7,2,1,1,1,1,0,0,0,3,1,0,Shellcode,1
1.7e-05,2,0,168,0,58823.52838,254,0,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1e-06,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
1.248376,10,8,1132,354,13.617692,254,252,6530.083984,1986.580933,2,1,134.302,155.125719,7270.041584,305.569219,255,165910350,1076558222,255,0.257316,0.162486,0.09483,113,44,0,0,2,1,2,1,1,1,0,0,0,2,2,0,Shellcode,1
3e-06,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.677349,10,8,564,354,25.097846,254,252,5999.861328,3661.332764,2,1,75.261,94.289289,5420.676822,134.766594,255,1575276073,2951178826,255,0.031457,0.016702,0.014755,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.190429,10,6,844,268,78.769514,254,252,31927.91016,9410.331055,2,1,18.951778,35.256199,1002.430732,57.10757,255,1249180911,1270801201,255,0.057859,0.014138,0.043721,84,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
1e-06,2,0,168,0,1000000.003,254,0,672000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
9e-06,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.218966,10,6,524,268,68.503784,254,252,17244.68555,8183.918457,2,1,22.202667,40.167,1130.226077,54.448754,255,2379844377,1672720175,255,0.032263,0.018123,0.01414,52,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,2,1,1,0,0,0,2,2,0,Reconnaissance,1
1.1e-05,2,0,212,0,90909.0902,254,0,77090912.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,106,0,0,0,4,2,2,1,1,2,0,0,0,3,3,0,Shellcode,1
3.360678,14,6,1310,268,5.653621,254,252,2897.034424,533.225769,6,1,258.441606,654.91,17071.97553,1242.44,255,4291252155,78480172,255,0.189164,0.086122,0.103042,94,45,1,0,2,1,1,1,1,1,0,0,1,2,1,0,Reconnaissance,1
1.492556,10,8,564,354,11.389858,254,252,2722.845947,1661.579224,2,1,165.827,192.222422,9202.804682,326.615781,255,3460471053,1148911944,255,0.243147,0.146989,0.096158,56,44,0,0,1,1,2,1,1,1,0,0,0,1,5,0,Reconnaissance,1
1.101407,10,8,564,354,15.434802,254,252,3689.825684,2251.665283,2,1,115.491667,148.446281,6936.802937,239.828078,255,531275332,1940441572,255,0.141903,0.062281,0.079622,56,44,0,0,5,1,3,1,1,3,0,0,0,3,4,0,Reconnaissance,1
0.170426,10,6,728,268,88.014742,254,252,30793.42383,10514.82813,2,1,17.563778,31.299199,973.004027,50.635605,255,1104929019,381282576,255,0.033915,0.013919,0.019996,73,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
8e-06,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
1.043588,10,8,564,354,16.289953,254,252,3894.25708,2376.416748,2,1,109.593444,140.627859,7936.740291,175.438859,255,3466547693,4230296036,255,0.127204,0.05919,0.068014,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
1.1e-05,2,0,256,0,90909.0902,254,0,93090912.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,128,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
1.467368,10,8,848,354,11.585369,254,252,4165.280762,1690.100952,2,1,160.915667,193.385281,9889.481287,279.167219,255,2127486900,3956740494,255,0.253724,0.113661,0.140063,85,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
2e-06,2,0,168,0,500000.0013,254,0,336000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,3,1,1,1,0,0,0,1,9,0,Reconnaissance,1
0.859767,10,8,564,354,19.772798,254,252,4726.861816,2884.502441,2,1,93.713444,117.116289,5928.784829,177.512094,255,2696795052,838049273,255,0.077559,0.039949,0.03761,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.629429,10,8,564,354,27.008607,254,252,6456.645996,3940.079102,2,1,69.390667,88.84243,5437.992729,137.726844,255,3017013647,3952958356,255,0.05335,0.007514,0.045836,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.958299,10,8,812,354,17.739766,254,252,6102.479492,2587.918945,2,1,99.270667,123.696859,5340.214795,217.854813,255,2102349675,733780309,255,0.191192,0.092412,0.09878,81,44,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.556867,10,8,916,354,10.919366,254,252,4239.283203,1592.942749,2,1,167.745889,213.038719,10219.16493,416.824031,255,3038856077,513265775,255,0.15191,0.065592,0.086318,92,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.560773,10,6,1306,268,26.748791,254,252,16776.8418,3195.588867,2,1,62.216222,94.112602,3096.431149,153.794734,255,488399530,924960196,255,0.146868,0.090199,0.056669,131,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Worms,1
0.979963,10,8,564,354,17.347594,254,252,4147.095215,2530.707764,2,1,104.135889,132.431281,6736.15546,190.192641,255,1193644167,85422000,255,0.135222,0.052933,0.082289,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
5e-06,2,0,806,0,200000.0051,254,0,644800000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,403,0,0,0,7,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
1.2295,10,8,564,354,13.826758,254,252,3305.408447,2017.080078,2,1,114.876778,165.409141,6809.580866,217.92925,255,1558565934,3091154593,255,0.200655,0.071626,0.129029,56,44,0,0,5,1,2,1,1,2,0,0,0,2,5,0,Reconnaissance,1
2.103055,10,8,564,354,8.083479,254,252,1932.42688,1179.236816,2,1,233.655111,283.330281,16109.11204,423.073906,255,3341531562,2597089942,255,0.256594,0.119739,0.136855,56,44,0,0,5,1,2,2,1,1,0,0,0,3,4,0,Reconnaissance,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,7,2,2,1,1,1,0,0,0,2,4,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.695382,10,8,564,354,24.446995,254,252,5844.27002,3566.38501,2,1,76.503111,91.689,5579.765824,140.926172,255,1064076525,1964745949,255,0.075913,0.053548,0.022365,56,44,0,0,3,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,8,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.101421,10,8,564,354,15.434607,254,252,3689.779053,2251.636719,2,1,116.500111,148.119422,8059.900484,206.656609,255,2167529054,2085467663,255,0.123673,0.064581,0.059092,56,44,0,0,13,1,1,1,1,1,0,0,0,4,1,0,Reconnaissance,1
0.695721,10,8,564,354,24.435083,254,252,5841.422363,3564.647461,2,1,76.272444,93.904289,6048.40226,139.007438,255,3127894595,2415115905,255,0.086427,0.038381,0.048046,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
6e-06,2,0,504,0,166666.6608,254,0,336000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,4,2,1,1,1,1,0,0,0,2,3,0,Shellcode,1
1.99683,10,8,564,354,8.513494,254,252,2035.22583,1241.968506,2,1,221.761111,270.976156,15853.70759,424.173125,255,965611477,3314699695,255,0.231242,0.099991,0.131251,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.083331,10,8,828,354,15.692342,254,252,5508.935059,2289.23584,2,1,113.783556,134.064281,6130.287224,234.720734,255,1855843892,1109017944,255,0.249808,0.144876,0.104932,83,44,1,0,3,1,1,1,1,1,0,0,1,1,2,0,Reconnaissance,1
0.798566,10,8,564,354,21.288159,254,252,5089.122559,3105.566895,2,1,88.631556,104.36243,6576.103636,143.078141,255,3822609346,2862589109,255,0.124682,0.068024,0.056658,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.812695,10,8,564,354,20.918056,254,252,5000.645996,3051.575195,2,1,90.299444,103.455289,5874.310918,152.715219,255,1067882221,1152918242,255,0.142713,0.072782,0.069931,56,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
0.706535,10,6,1396,268,21.230371,254,252,14232.84082,2536.321777,2,1,75.782,121.702203,3954.355176,189.365969,255,3921274333,13198157,255,0.254239,0.098017,0.156222,140,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.381571,10,6,1230,268,39.311164,254,252,23209.31055,4696.373535,2,1,38.903111,62.451602,1881.536691,83.831727,255,607815856,3849659075,255,0.096294,0.069309,0.026985,123,45,0,0,1,1,1,1,1,1,0,0,0,4,1,0,Reconnaissance,1
0.906046,10,6,852,268,16.555451,254,252,6772.283203,1977.824585,2,1,96.893,155.021203,5010.752754,250.600719,255,3410357284,3860191751,255,0.211531,0.130939,0.080592,85,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.443259,10,6,600,268,33.84026,254,252,9745.995117,4042.783203,2,1,45.561778,74.019398,2222.266505,91.281344,255,564399245,1201050724,255,0.111295,0.07316,0.038135,60,45,0,0,7,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,6,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
0.632238,10,8,564,354,26.88861,254,252,6427.959473,3922.57373,2,1,68.706667,89.360711,5405.886001,137.644625,255,2783522742,4136229360,255,0.05218,0.006709,0.045471,56,44,0,0,1,1,1,1,1,1,0,0,0,1,3,0,Reconnaissance,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,2,1,1,2,0,0,0,3,2,0,Reconnaissance,1
2.525441,10,8,564,354,6.731498,254,252,1609.223877,982.006714,2,1,280.587333,346.787719,17010.39149,575.19725,255,506130066,3195494596,255,0.191444,0.097926,0.093518,56,44,0,0,5,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.8e-05,2,0,168,0,55555.55359,254,0,37333332.0,0.0,0,0,0.018,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,10,2,1,1,1,1,0,0,0,4,1,0,Reconnaissance,1
6e-06,2,0,142,0,166666.6608,254,0,94666664.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,71,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
0.625212,10,8,564,354,27.190776,254,252,6500.194824,3966.654541,2,1,69.003556,87.915289,5430.792169,137.643219,255,4065997112,478325110,255,0.054839,0.009784,0.045055,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
0.518061,20,0,1040,0,36.675219,254,0,15256.8916,0.0,0,0,27.266369,0.0,31.164342,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,Reconnaissance,1
0.518061,20,0,1040,0,36.675219,254,0,15256.8916,0.0,0,0,27.266369,0.0,31.164342,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,Reconnaissance,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
1.086739,10,8,564,354,15.643131,254,252,3739.628662,2282.056885,2,1,120.651,144.882719,7885.048803,196.174625,255,3411478362,897938817,255,0.173412,0.072558,0.100854,56,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.644999,10,8,564,354,26.356629,254,252,6300.784668,3844.967041,2,1,70.591111,91.106859,5467.5722,140.045078,255,3824828806,120734111,255,0.052728,0.007241,0.045487,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.1e-05,2,0,156,0,90909.0902,254,0,56727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.4e-05,2,0,168,0,71428.57045,254,0,48000000.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
1.085429,10,6,802,268,13.819421,254,252,5321.398438,1650.960205,2,1,117.349333,202.563,6832.245432,354.734469,255,4143694791,1505097695,255,0.106638,0.072608,0.03403,80,45,1,0,2,1,1,2,1,1,0,0,1,3,1,0,Reconnaissance,1
6e-06,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.656862,10,8,564,354,25.880626,254,252,6186.991699,3775.526611,2,1,72.609778,92.871859,5711.624396,144.743891,255,3557992227,2311595523,255,0.051834,0.006748,0.045086,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.665135,10,6,520,268,22.551812,254,252,5628.932129,2694.189697,2,1,70.017444,110.979,3669.137469,164.337734,255,2547097071,872353479,255,0.238031,0.11023,0.127801,52,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,1,4,0,Reconnaissance,1
7e-06,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.893855,10,6,788,268,16.781246,254,252,6354.498535,2004.799438,2,1,95.859667,156.838797,5029.063244,257.337281,255,1983586005,3762629949,255,0.199476,0.109655,0.089821,79,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.632601,10,8,564,354,26.873178,254,252,6424.270508,3920.32251,2,1,69.599444,89.264141,5458.604114,139.175172,255,192172250,791026797,255,0.056697,0.007734,0.048963,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
0.240026,10,6,724,268,62.493231,254,252,21730.97852,7465.85791,2,1,25.342889,45.208602,1408.057326,70.982984,255,4111228192,3501049438,255,0.026861,0.013979,0.012882,72,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
1.8e-05,2,0,168,0,55555.55359,254,0,37333332.0,0.0,0,0,0.018,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.544761,10,6,1282,268,27.535011,254,252,16946.88086,3289.515869,2,1,58.176889,89.090203,3011.273709,139.396953,255,2560477079,1214634508,255,0.157189,0.099303,0.057886,128,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
3e-06,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,2,1,1,0,0,0,2,2,0,Reconnaissance,1
1e-05,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
6e-06,2,0,524,0,166666.6608,254,0,349333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,262,0,0,0,1,2,1,1,1,1,0,0,0,1,6,0,Shellcode,1
4e-06,2,0,168,0,250000.0006,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,2,2,0,Reconnaissance,1
1.1e-05,2,0,494,0,90909.0902,254,0,179636368.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,247,0,0,0,13,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
0.187733,10,6,958,268,79.900712,254,252,36775.63281,9545.47168,2,1,19.299111,36.204199,1031.183679,61.591641,255,1305046280,886028512,255,0.052365,0.006708,0.045657,96,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
1.565679,10,8,564,354,10.857909,254,252,2595.678955,1583.977295,2,1,168.807889,208.818422,12032.03745,293.621906,255,1071581081,3365541685,255,0.19971,0.10394,0.09577,56,44,0,0,4,1,2,1,1,1,0,0,0,1,2,0,Reconnaissance,1
1.1e-05,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
